,,,,,,,,
Thursday,English Lab-1,Expository Writing Lab (BCS-2A1),Expository Writing Lab (BCS-2B1),Expository Writing Lab (BCS-2C1),Expository Writing Lab (BCS-2D1),Expository Writing Lab (BSE-2A1),Expository Writing Lab (BCS-2E1),
Thursday,English Lab-2,Expository Writing Lab (BCS-2A2),Expository Writing Lab (BCS-2B2),Expository Writing Lab (BCS-2C2),Expository Writing Lab (BCS-2D2),Expository Writing Lab (BSE-2A2),Expository Writing Lab (BCS-2E2),
Thursday,English Lab-3,Expository Writing Lab (BCS-2G1),Expository Writing Lab (BCS-2H1),Expository Writing Lab (BCS-2J1),Expository Writing Lab (BCS-2K1),Expository Writing Lab (BSE-4B1),Expository Writing Lab (BSE-4A1),
Thursday,English Lab-4,Expository Writing Lab (BCS-2G2),Expository Writing Lab (BCS-2H2),Expository Writing Lab (BCS-2J2),Expository Writing Lab (BCS-2K2),Expository Writing Lab (BSE-4B2),Expository Writing Lab (BSE-4A2),
Thursday,English Lab-5,Expository Writing Lab (BDS-2A1),Expository Writing Lab (BDS-2B1),,,Expository Writing Lab (BCS-2F1),Expository Writing Lab (BSE-2B1),
Thursday,English Lab-6,Expository Writing Lab (BDS-2A2),Expository Writing Lab (BDS-2B2),,,Expository Writing Lab (BCS-2F2),Expository Writing Lab (BSE-2B2),
Thursday,Lab-1,,,,,,,
Thursday,Lab-2,,,Operating Systems Lab (BCS-4F),,Web Engineering Lab (BSE-6A),,
Thursday,Lab-3,,,,,,,
Thursday,Lab-4,,,Operating Systems Lab (BCS-4B),,,,
Thursday,Lab-6,,,Object Oriented Programming Lab (BDS-2A),,,,
Thursday,Lab-8,,,,,,,
Thursday,Lab-13,,,Database Systems Lab (BCS-4D),,Database Systems Lab (BCS-4E),,
Thursday,Lab-14,,,Database Systems Lab (BCS-4C),,Database Systems Lab (BCS-4A),,
Thursday,Lab-15,,,Database Systems Lab (BCS-4J),,Database Systems Lab (BCS-4K),,
Thursday,Lab-16,,,Database Systems Lab (BCS-4G),,Object Oriented Programming Lab (BCS-2H),,
Thursday,Physics Lab,,,,,,,
Thursday,Micro Lab,,,,,,,
Thursday,Physics Lab,,,,,,,
Thursday,Micro Lab,,,,,,,
Thursday,Lab-17,,,,,Object Oriented Programming Lab (BCS-2C),,
Thursday,Physics Lab,Digital Logic Design Lab (BCS-2K1),,Digital Logic Design Lab (BCS-2B1),,,,
Thursday,Micro Lab,Digital Logic Design Lab (BCS-2K2),,Digital Logic Design Lab (BCS-2B2),,,,
,,,,,,,,
Friday,Seminar Hall,,,,,,,
Friday,F-201,,,Digital Logic Design (BCS-2C),,Formal Methods (BSE-6B) ,,Applied Programming (MDS-2A)
Friday,F-202,,Blockchain & Crypto (BCS-8A),,,Blockchain & Crypto (BDS-8A) ,,
Friday,F-203,"Soft Design & Architecture (BSE-4A), (BSE-6A)",Soft Design & Architecture (BSE-4B),,,,,
Friday,F-204,Web Programming (BCS-8A),Web Programming (BDS-8A),,,,,
Friday,F-205,Deep Learning (MDS-2A),,Parallel & Distributed Comp (BCS-6G),,Expository Writing (BSE-4A),,
Friday,F-206,Research Methodology (MCS-2A),,,,,,
Friday,F-207,,,,,,,
Friday,F-208,,,,,,,
Friday,F-209,,,,,,,
Friday,F-210,,,,,,,
Friday,F-301,,,,,,,
Friday,F-302,,,,,,,
Friday,F-303,,,,,,,
Friday,F-304,,,,,,,
Friday,F-305,,,,,,,
Friday,F-306,,,,,,,
Friday,F-307,,,,,,,
Friday,F-308,,,,,,,
Friday,F-309,,,,,,,
Friday,F-310,,,,,,,
Friday,F-311,,,,,,,
Friday,F-312,,,,,,,
Friday,C-1,,,,,,,
Friday,C-2,,,,,,,
Friday,C-3,,,,,,,
Friday,C-4,,Expository Writing (BCS-2J),,,,,
Friday,C-5,,,,,,,
Friday,C-6,,,,,,,
Friday,C-7,,,,,,,
Friday,C-13,,,,,,,
Friday,C-14,,,,,,,
Friday,D-2,,,,,,,
Friday,D-5,,,,,,,
Friday,English Lab-1,,,,,,,
Friday,English Lab-2,,,,,,,
Friday,English Lab-3,,,,,,,
Friday,English Lab-4,,,,,,,
Friday,Lab-1,Com. Org. & Assembly Lang. Lab (BCS-4A),,,,Com. Org. & Assembly Lang. Lab (BDS-4C),,
Friday,Lab-2,Com. Org. & Assembly Lang. Lab (BDS-4B),,,,Programming Fundamentals Lab (BCS-2A),,
Friday,Lab-3,Artificial Intelligence Lab (BDS-6C),,,,,,
Friday,Lab-4,Artificial Intelligence Lab (BCS-6J),,,,Com. Org. & Assembly Lang. Lab (BDS-4A),,
Friday,Lab-6,Artificial Intelligence Lab (BCS-6A),,,,Artificial Intelligence Lab (BCS-6K),,
Friday,Lab-8,,Programming Fundamentals Lab (BDS-2A),,,Artificial Intelligence Lab (BCS-6B),,
Friday,Lab-13,Artificial Intelligence Lab (BCS-6D),,,,,,
Friday,Lab-14,Artificial Intelligence Lab (BCS-6E),,,,Artificial Intelligence Lab (BCS-6G),,
Friday,Lab-15,,Database Systems Lab (BSE-4A),,,Artificial Intelligence Lab (BCS-6F),,
Friday,Lab-16,,Artificial Intelligence Lab (BDS-6B),,,Data Mining Lab (BDS-6A),,
Friday,Lab-17,Object Oriented Programming Lab (BDS-2B),,,,Data Mining Lab (BDS-6B),,
Friday,Physics Lab,Digital Logic Design Lab (BCS-2C1),,,,Digital Logic Design Lab (BCS-2E1),,
Friday,Micro Lab,,,,,Digital Logic Design Lab (BCS-2E2),,
Friday,Embedded Lab,Digital Logic Design Lab (BCS-2C2),,,,,,
,,,,,,,,
Saturday,Seminar Hall,,,,,,,
Saturday,F-201,Ethical Hacking Concepts and Practices (BCS-8A),,,Ethical Hacking Concepts and Practices (BCS-8B),,,
Saturday,F-202,,,,,,,
Saturday,F-203,,,,,,,
Saturday,F-204,,,,,,,
Saturday,F-205,,,,,,,
Saturday,F-206,,,,,,,
Saturday,F-207,,,,,,,
Saturday,F-208,,,,,,,
Saturday,F-209,,,,,,,
Saturday,F-210,,,,,,,
Saturday,F-301,,,,,,,
Saturday,F-302,,,,,,,
Saturday,F-303,,,,,,,
Saturday,F-304,,,,,,,
Saturday,F-305,,,,,,,
Saturday,F-306,,,,,,,
Saturday,F-307,,,,,,,
Saturday,F-308,,,,,,,
Saturday,F-309,,,,,,,
Saturday,F-310,,,,,,,
Saturday,F-311,,,,,,,
Saturday,F-312,,,,,,,
Saturday,CS-1,,,,,,,
Saturday,CS-2,,,,,,,
Saturday,CS-3,,,,,,,
Saturday,CS-4,,,,,,,
Saturday,CS-5,,,,,,,
Saturday,CS-6,,,,,,,
Saturday,CS-7,,,,,,,
Saturday,CS-13,,,,,,,
Saturday,CS-14,,,,,,,
Saturday,D-1,,,,,,,
Saturday,F-202,,,Applied Physics (BCS-2A),,,,
Saturday,English Lab-1,,,,,,,
Saturday,English Lab-2,,,,,,,
Saturday,English Lab-3,,,,,,,
Saturday,F-203,,,,,,,
Saturday,English Lab-4,,,,,,,
Saturday,Lab-1,,,,,,,
Saturday,Lab-2,,,,,,,
Saturday,Lab-3,,,,,,,
Saturday,Lab-4,,,,,,,
Saturday,Lab-6,,,,,,,
Saturday,Lab-8,,,,,,,
Saturday,Lab-13,Data Structures Lab (BDS-4A),,Database Systems Lab (BCS-6A),,,,
Saturday,Lab-14,Object Oriented Programming Lab (BCS-2A),,Fund. of Big Data Analytics Lab (BDS-6A),,,,
Saturday,Lab-15,Computer Networks Lab (BDS-8A),,,,,,
Saturday,Lab-16,Operating Systems Lab (BCS-6A),,,,,,
Saturday,Physics Lab,Digital Logic Design Lab (BCS-2F1),,Digital Logic Design Lab (BDS-2A1),,Digital Logic Design Lab (BCS-2A1),,
Saturday,Micro Lab,Digital Logic Design Lab (BCS-2F2),,Digital Logic Design Lab (BDS-2A2),,Digital Logic Design Lab (BCS-2A2),,
